Element,SRR3585384.1,SRR3585385,SRR3585387.1,SRR3585388.1,SRR3585389,SRR3585390.1,SRR3585391,SRR3585392,SRR3585393.1,SRR3585394,SRR3585395,SRR3585396,SRR3585397.1,SRR3585398.1,SRR3585399,SRR3585400,SRR3585401.1,SRR3585402,SRR3585403,SRR3585404,SRR3585405,SRR3585406,SRR3585407,SRR3585408,SRR3585409.1,SRR3585410,SRR3585411,SRR3585412,SRR3585413.1,SRR3585414.1,SRR3585415,SRR3585416.1,SRR3585417,SRR3585420,SRR3585421.1,SRR3585422.1,SRR3585423,SRR3585424,SRR3585425,SRR3585426.1,SRR3585427,SRR3585428,SRR3585429,SRR3585430,SRR3585431,SRR3585432,SRR3585433,SRR3585434,SRR3585435,SRR3585436,SRR3585437,SRR3585438.1,SRR3585439.1,SRR3585440,SRR3585441,SRR3585442,SRR3585443,SRR3585444,SRR3585445,SRR3585446,SRR3585447,SRR3585448.1,SRR3585449,SRR3585450,SRR3585452,SRR3585453.1,SRR3585454,SRR3585455,SRR3585456,SRR3585457.1,SRR3585458,SRR3585459.1,SRR3585460,SRR3585463,SRR3585464,SRR3585465,SRR3585466.1,SRR3585467,SRR3585468,SRR3585469,SRR3585470,SRR3585471,SRR3585472,SRR3585473,SRR3585474,SRR3585475,SRR3585476,SRR3585477,SRR3585478,SRR3585480,SRR3585481,SRR3585482,SRR3585484,SRR3585485,SRR3585486,SRR3585487.1,SRR3585488,SRR3585489,SRR3585490.1,SRR3585491,SRR3585492,SRR3585493,SRR3585494,SRR3585496.1,SRR3585497,SRR3585498.1,SRR3585499,SRR3585500.1,SRR3585501,SRR3585502,SRR3585519,SRR3585530,SRR3585587,SRR3585588,SRR3585651,SRR3585652.1,SRR3585653,SRR3585654,SRR3585687,SRR3585729,SRR3585731,SRR3585732,SRR3585733,SRR3585734,SRR3585735,SRR3585737.1,SRR3585738,SRR3585739,SRR3585740.1,SRR3585741.1,SRR3585742,SRR3585743,SRR3585745.1,SRR3585746.1,SRR3585747,SRR3585748,SRR3585749,SRR3585750,SRR3585751,SRR3585752,SRR3585753,SRR3585754,SRR3585755.1,SRR3585756,SRR3585757,SRR3585758.1,SRR3585759.1,SRR3585760,SRR3585761,SRR3585763,SRR3585765,SRR3585766.1,SRR3585767,SRR3585768,SRR3585769,SRR3585770,SRR3585771,SRR3585772.1,SRR3585773.1,SRR3585774,SRR3585775,SRR3585776,SRR3585777.1,SRR3585778,SRR3585779,SRR3585780.1,SRR3585781,SRR3585782,SRR3585784.1,Average,Variance,Element,Name,ERR668305,ERR668306,ERR668307,ERR668308,ERR668309,ERR668310,ERR668311,ERR668312,ERR668313,ERR668314,ERR668315,ERR668316,ERR668317,ERR668318,ERR668319,ERR668320,ERR668321,ERR668322,ERR668323,ERR668324,ERR668325,ERR668326,Average,Var,Ttest,Ftest,
DR_FLYBASE_FBte0000466_Dmel\NOF.,0.673162368,1.991941037,1.007283141,0.460794332,1.379639546,0.648722658,0.868316065,2.025719093,0.554188632,1.273486335,1.658697847,1.529555013,0.606392491,1.004942648,1.158110389,0.946231196,0.725671311,0.664838792,0.682842824,0.596375076,1.280299705,0.691708937,0.813243062,0.639769654,1.063245008,0.763310601,1.215158555,0.648504817,0.651278595,1.284047582,0.895790596,0.512748575,1.145366891,1.382671354,1.152902043,1.062658511,0.782137858,1.316101504,1.490567861,1.633210969,0.678010531,1.784730854,0.612633722,1.238787946,0.831434269,1.06556103,1.322440604,0.69416098,1.784893206,2.21182101,0.655183547,0.665332682,1.407896263,0.993881112,1.230248143,1.352424479,1.298586312,0.653551648,1.129068909,0.602395406,0.746978999,1.717328265,0.76181276,0.753904339,0.461525408,0.661528458,0.768488598,0.942056413,1.316266063,1.326570629,1.305782253,0.896998192,1.332733387,1.441649768,0.807125102,1.155944309,0.963869967,0.830703446,1.166969807,1.391575357,0.959172376,2.173739835,0.46693252,0.796551615,0.614050913,1.624632636,0.905606654,1.048885649,0.712695786,0.453388368,0.73269251,0.86144164,0.876623255,0.807110644,0.988646438,0.59386768,1.230469828,1.667568661,0.736425894,0.558307862,1.11058458,0.945318502,0.515016983,1.052733161,0.929979271,1.341947807,0.745066181,1.03546286,0.50966182,0.833919983,0.637918512,1.218737138,0.463474884,1.219174216,0.681393517,0.543320833,2.10153712,0.647636562,1.1736697,0.947830009,1.529356008,0.674922323,0.650581591,0.895377202,1.248138952,0.62956346,1.563953222,1.887259883,0.964057855,1.573512918,1.295432958,0.944773428,1.712117429,1.206848251,0.452598553,0.592001359,1.239132174,1.272124034,0.482383344,0.572058041,3.308594582,0.501425392,0.628187205,0.706253152,1.983064917,1.468349283,1.764036652,1.232946402,1.323983926,0.873164479,1.659798901,2.466780445,0.676229683,0.746998561,0.481981376,0.74709673,0.370363981,1.164722704,1.038743144,0.892833268,0.749647986,0.906184939,1.803420513,1.497858599,0.663208029,0.598412368,1.15886995,0.714827957,0.507077499,1.037449335,0.212309217,DR_FLYBASE_FBte0000466_Dmel,NOF.,2.136831314,1.409231516,0.564888026,1.381035932,0.682497689,0.459942403,1.120114455,0.827564001,2.297030372,0.400647058,0.413293948,1.576260238,0.814756742,0.412805957,1.152638878,0.423787382,1.480999126,0.787682338,0.580219166,1.352812757,0.56307707,0.402346994,0.965475607,0.322963873,0.503647802,0.1521368,
DR_FLYBASE_FBte0000420_Dmel\BS3.,6.977100954,5.335381011,6.331878112,6.88881228,5.889827888,6.643091911,9.277126431,7.961900549,6.263343708,6.053595832,7.153965665,5.299369786,5.293468598,6.292846097,6.26636131,5.16146956,5.688624939,6.546088699,6.242929231,6.907971114,6.229458966,5.31407371,5.885204176,5.579550717,6.455203981,6.823908823,6.718634321,5.830438324,4.854899888,7.837509911,8.441928187,5.698987567,6.828213843,6.501523305,5.563264691,4.801586593,6.155324233,5.603624661,5.891098421,6.292337279,7.67247995,4.935480767,5.825963419,6.923856183,6.957589441,6.079717937,6.363818421,6.708082134,6.046582356,6.024467478,6.7094057,5.39170366,6.753707215,6.416986478,5.725332088,6.211001377,6.565944333,5.378657036,6.653070976,7.517253626,6.352208458,5.380425616,6.337517083,6.876333367,5.819593426,6.706396971,6.559383542,6.630560393,6.845533798,7.095498357,5.832193311,6.832105858,7.630921603,7.45287085,6.93371051,6.397340216,6.704213708,5.949739405,5.85190258,6.432602065,7.863294161,5.036851684,9.797965096,6.153098487,6.849768282,6.522808131,5.493675388,6.408953731,6.185395286,6.777335982,6.085023411,5.395769374,6.607622491,6.843317942,6.671067234,5.470423973,8.532264034,5.421960269,6.403640529,6.968649476,5.885501499,6.166655601,6.830966854,6.516576207,6.287027766,6.864199053,8.646198174,7.437666094,6.159538481,6.535768452,6.568206024,5.981531639,6.142113642,5.469016085,7.020187348,6.831346432,5.902918883,5.885241157,6.111947044,6.218565106,7.280723148,5.981807255,6.733400799,5.898103488,6.277415649,7.7749629,5.475865987,5.956474427,6.165176909,6.909516314,6.125018761,5.841704911,5.953185326,5.62028001,5.886259526,5.856483937,6.307275787,7.190982421,6.401749879,6.518000945,5.202078948,6.168745084,5.886508615,6.967715061,7.133557981,6.701745415,6.8300684,6.427266208,6.538826453,5.812699072,6.769843236,6.91433291,6.754181135,6.29517498,8.998124438,6.03538486,5.183533037,6.305240999,7.065828575,5.931501957,6.910628733,6.184391992,6.256559434,6.091517277,6.597886305,5.693979016,5.939830596,6.838850169,6.680254069,6.411152525,0.629413377,DR_FLYBASE_FBte0000420_Dmel,BS3.,6.185703826,8.102630191,6.760342821,7.442602007,6.267361233,6.694750527,6.582587577,7.239985275,6.283562762,6.092926336,7.730861053,6.151571443,6.637679146,6.637849071,6.765305749,7.844949034,6.511766382,8.408140188,8.230684386,6.533529728,6.55858959,7.169650353,6.946955849,0.510981104,0.002956408,0.594687182,
DR_FLYBASE_FBte0000112_Dmel\aurora-element.,0.751861763,0.500344834,0.692288803,0.85590674,0.626287287,0.886214488,0.812766867,0.639610996,0.52082383,0.62327848,0.963270037,0.557992086,0.398126792,0.908950221,0.833319496,0.43283249,0.736770196,0.751045786,0.730546336,0.711112991,0.644200329,0.569025637,0.60744427,0.502090048,0.903556331,0.697158265,0.950028138,0.519362278,0.612636918,0.494998451,0.663956218,0.706073552,0.929479015,0.862954944,0.615677283,0.446130576,0.801719448,0.634574124,0.684102835,0.841901298,0.72346585,0.626521459,0.57590697,0.530381941,0.833343383,0.771939168,0.634390689,0.787163578,0.536107413,0.736887806,0.954582276,0.667946956,0.9195172,0.70578706,0.716257308,0.669201383,0.904161464,0.65462164,0.747955313,0.902202866,0.774141052,0.694821102,0.79855116,0.686279599,0.544630671,0.821535288,0.723871765,0.800384247,1.001061184,0.868577983,0.601425852,0.91308296,0.552174023,0.514719295,1.093553053,0.800121095,0.467259164,0.811119082,0.433510237,0.780118297,0.717109406,0.543346422,0.703853186,0.544784468,0.58588642,0.584895657,0.675950378,0.667928805,0.624552792,0.831219214,0.711482295,0.728101161,0.764874297,0.58761712,0.710913279,0.641261225,0.871705432,0.4237201,0.752090467,0.780400252,0.54032412,0.768675441,0.747480662,0.906272057,0.725060884,0.684357387,0.778183072,0.607010435,0.604535017,0.746361363,0.685632596,0.783130474,0.559203137,0.635202556,0.654424986,0.789982775,0.672738609,0.490202173,0.780479547,0.551253944,0.906722447,0.629499109,0.773147513,0.546956292,0.595695756,0.907035659,0.534915964,0.650743864,0.396419075,0.575186428,0.825947825,0.503573755,0.63441101,0.599546813,0.77377311,0.697946235,0.670594323,0.760356777,0.881742004,0.72130396,0.402511506,0.743634804,0.705041298,0.925682468,0.572903872,0.778634079,0.710630104,0.799339034,0.664133311,0.545107077,0.808539094,0.926101385,0.851421934,0.708841464,0.51453169,0.748721765,0.379191289,0.840433813,0.82267647,0.603770861,0.889194443,0.717443778,0.817715161,1.251634064,0.842001474,0.514713426,0.684473379,0.788737386,0.630212424,0.70316801,0.021202185,DR_FLYBASE_FBte0000112_Dmel,aurora-element.,0.983139105,1.05465117,0.814246137,1.046644219,0.682342477,1.001628179,0.882123154,0.720368614,0.680291934,0.663427529,0.894007798,0.983792615,1.101315864,0.846085536,0.878436478,0.933268509,0.924796449,1.068533517,1.022508038,0.818881213,0.909552943,0.712731545,0.891944228,0.018600918,3.37114E-08,0.759362273,
DR_FLYBASE_FBte0000312_Dmel\INE-1.,181.6251731,210.7012692,209.624066,181.5648891,201.232652,168.6399966,188.8057178,175.643628,190.6197839,201.68463,180.4832059,206.4701002,237.7484787,171.3965837,205.6329794,218.2211655,198.9965897,183.2166379,173.8210529,199.8652768,203.2456672,193.948031,213.4266318,183.4128106,190.6933228,187.5941132,185.3398418,235.9597997,193.320379,182.2602172,189.5777763,209.5300046,184.8539521,177.0349156,217.5943505,243.4892325,194.1053517,193.866833,198.579027,182.448138,180.3802605,220.1893519,202.1260603,214.6579015,196.1782681,190.7274781,198.0664708,194.8616755,242.4499127,206.7089115,182.2669089,196.8026306,182.5551033,197.0915076,198.138402,190.4535538,175.2955611,193.2693512,192.9093046,186.2507931,190.0498783,194.1729428,184.6444235,180.3700851,199.061899,184.9428698,187.381216,191.4448365,178.617159,178.7788352,198.6500411,182.1410349,195.1652364,229.5411169,176.2009402,191.2212387,232.9319554,188.9088976,239.23953,190.3911729,183.175265,215.9245934,191.3104232,205.9605977,179.3809855,190.6290587,188.9684336,175.5842638,179.6294553,183.2363689,196.9461756,181.5526566,181.4748566,198.1568571,185.0933482,197.7789015,188.0732866,218.1069371,189.9533559,174.5979643,183.705867,192.7110728,181.6983206,175.9123692,199.707962,204.1537839,183.6788441,173.9890786,212.5755868,185.574144,193.7667412,191.098665,194.3390576,189.172757,192.9725906,179.9947683,201.6954736,220.113406,197.7736522,209.5348224,184.2346097,195.3544523,176.8799095,197.6559966,163.1496951,182.3855849,202.8754685,197.6971136,193.3053547,199.3072671,179.9288811,197.454521,197.0603957,191.4723019,148.6541892,176.0035631,189.6301442,185.1456861,183.3672362,204.1105218,195.7505637,185.9332943,207.8831423,183.683636,183.4619704,187.2411666,191.6494567,175.3961035,180.9382318,208.6531786,188.4143768,175.0633448,183.9068436,194.9981286,184.0134587,196.7191981,304.2707435,180.5075237,182.0244255,178.4069978,187.3440506,182.07268,178.0476494,212.6869347,190.4296287,214.7893177,194.4119064,180.9323235,186.5754654,193.4502389,296.5667138,DR_FLYBASE_FBte0000312_Dmel,INE-1.,122.53653,121.3170367,121.6546402,99.40229691,123.7494547,119.4437724,118.040959,120.6343291,113.6561424,123.7230968,122.3061844,121.3572815,108.9779562,118.7137339,113.8521214,119.3923741,120.3336416,91.78224184,88.58835599,120.5825881,126.6984372,121.2356938,116.2717667,104.7780042,5.4751E-50,0.007181817,#REF!
DR_FLYBASE_FBte0000140_Dmel\Cr1a.,135.4163281,125.4955882,134.656054,119.6815993,126.3031653,119.6996421,117.668482,115.5889298,124.7125914,128.0910615,101.190218,132.2126412,143.4325645,121.3266329,124.3170209,138.2084141,123.6827084,129.24294,119.9592556,137.1616646,136.4968891,128.4400659,132.9352348,134.4483462,128.467256,134.1348302,128.5920883,152.7628614,114.835977,115.2441053,136.0800762,127.3107526,124.026353,113.7922488,141.4916793,144.4028821,125.5585752,127.0495254,131.5681823,113.3253724,123.6986154,128.0045429,131.7722915,137.4377722,123.8118031,133.0677298,119.892251,124.4211036,133.0958151,124.6659883,131.428726,120.180181,121.6266464,155.4129601,143.4292523,128.6518566,108.5369716,132.6218584,130.9976831,129.1767122,117.4873934,126.2134671,127.1712315,123.0769896,121.7890497,126.0485877,127.2789824,113.1958194,131.924809,111.9649738,130.5273501,124.0908722,136.6814828,138.2286844,122.2579532,128.640601,138.2027,116.8448512,138.5954645,120.6079961,123.5847432,131.3541757,131.6607216,125.0290755,122.43794,119.7410743,128.8667447,115.9047719,112.7095845,135.0134251,128.6710812,116.244095,110.0051922,123.4122374,129.9709997,122.8836679,138.6097878,123.1633306,125.3388204,118.5376748,135.9687243,128.8434053,114.7312651,118.1024134,138.417995,146.1233608,130.0617341,123.902096,123.2821009,116.5405338,125.2915841,126.9814223,131.6922706,108.1671635,128.5729701,110.6595091,121.5719936,146.0858417,127.5522993,145.7701095,126.5140837,129.4020521,119.8439017,123.5306969,109.140926,128.1933292,130.6518932,121.6547207,118.7928749,135.007782,114.2346964,119.5933976,124.0960462,122.3968106,104.4415608,109.0063408,119.9548034,120.7062952,114.522911,138.5724298,119.187935,129.2447213,140.7348569,131.1009342,117.663179,119.2040121,129.2502194,117.4925913,111.5336634,132.9831738,127.7411156,108.5223178,117.0874258,122.9320941,128.9621191,127.5038938,142.3156302,109.1944244,118.3662485,119.0870869,120.3637305,114.4244273,113.9708342,121.2361258,119.5086196,134.3648624,121.5911646,128.1386716,123.7873062,125.6862704,88.14930103,DR_FLYBASE_FBte0000140_Dmel,Cr1a.,92.31584742,91.90378098,113.768721,82.52564652,96.97888011,97.4886529,97.72729616,103.9243547,95.30980248,94.56836601,101.4520279,96.53075176,96.36214877,99.605314,99.62613964,102.7473535,96.96494421,93.75234903,87.06519576,100.8335278,92.03918636,100.8470907,97.01533535,39.36225799,9.64639E-31,0.033412054,
DR_FLYBASE_FBte0000559_Dmel\1360.,59.47093194,74.18386378,65.93993045,64.58003678,69.04180369,56.35861242,60.35041811,56.33091605,65.24520718,69.38933197,54.58214675,63.96504843,74.69117267,58.27274047,64.14014097,71.02796067,67.55001551,61.07417593,60.87852251,65.30536694,71.07820317,65.55568964,70.42506662,63.09916901,63.88836211,59.41015293,59.30059431,76.8119092,67.58667019,62.97251228,63.25680654,69.77162629,64.96200205,60.40753057,75.10379423,77.45155911,63.57415486,67.88121926,65.52458179,57.18594845,55.16373329,73.54933658,71.33034489,76.19990155,64.95533279,64.0185178,64.17954747,61.65650236,78.55116256,67.48761433,60.57823786,68.49921015,58.96734031,73.82253036,67.10025003,66.77649136,60.31978453,64.49006586,66.18442629,68.71212963,62.01739077,65.91713264,59.85581517,61.97502464,64.29662745,63.53238609,62.68021678,67.2604762,55.03068098,55.85180371,67.9807627,61.16268489,69.81109328,82.51253189,55.64882477,61.76423193,71.75437934,65.11469817,78.50832135,64.37450133,57.50017264,69.02860592,57.99984135,70.50380955,59.6098234,65.67360297,65.48962073,58.47034169,60.75282351,55.53511735,60.07821547,60.45190704,57.92346965,66.29405551,61.04465896,63.10171033,63.30333161,75.85024263,63.46754684,58.72712201,59.53299408,61.97461131,57.81513215,56.61939523,70.71612132,61.70018744,61.11718444,55.0801605,69.88934751,59.08385149,60.12847788,67.32296544,64.92195477,63.58456672,67.28830303,54.83317143,71.85909336,70.78943306,63.27398349,75.54907393,56.48385362,63.80430577,57.65793309,66.09269565,55.73318107,58.8680302,66.64843982,66.5458728,67.11074959,63.82219238,58.1661747,61.93858479,66.07840992,63.39434358,49.85283164,53.27060268,60.86675385,58.99793581,56.66137537,66.04629804,62.31863357,59.02722452,68.04934082,60.13070334,59.51655119,64.69594119,65.51607932,59.98505908,61.30401472,68.15785757,62.29541753,63.57684096,61.98472591,62.76056998,58.48691828,68.22722428,93.49725221,62.98489143,58.04094505,61.72763343,56.64355417,58.01642205,58.01207265,68.9709693,56.39893282,69.88988228,60.71330689,66.06157268,65.39834653,64.03274211,37.76376374,DR_FLYBASE_FBte0000559_Dmel,1360,36.33927141,39.02769757,39.20356977,27.32344355,37.71535032,36.58578164,36.80364333,38.7109244,29.25076668,32.34199205,38.63442921,38.85395472,32.84680347,34.16801204,38.67215198,38.04078392,36.89658324,25.64090875,24.19253511,36.67641364,37.96349919,35.65968585,35.07037281,20.84178719,3.31934E-52,0.111862532,
DR_FLYBASE_FBte0000100_Dmel\roo.,42.74103042,64.69127959,68.27943884,53.01696814,62.38665734,30.73009327,52.58678284,45.47841852,49.87958267,53.42881358,36.30239972,41.80758356,61.31498837,43.85698108,64.55707863,52.59963091,57.23010376,55.11655024,52.68582858,50.41252182,40.49190435,45.29534971,57.02563235,43.95273524,40.67823609,49.18364458,44.22288887,61.88192751,42.86004833,75.65459851,37.58074364,50.23896779,52.30043775,53.43596503,62.15866775,70.87428843,59.9739787,43.07364162,46.12489455,44.26568991,55.60445349,57.06274542,46.5395095,58.78219976,51.99054528,53.60403961,47.32267526,54.95555098,51.95817149,53.83135016,36.6448843,49.00760259,49.96350322,55.16745566,62.66057431,52.18878113,51.0036476,52.90391522,57.0866965,71.71519954,48.53936079,47.57911746,46.51669991,58.9603134,57.0691907,42.45437698,54.34904898,48.8955702,51.07468602,35.15331554,64.25109257,44.90813528,73.26505148,44.79800171,42.76952997,36.31822922,43.441533,52.04651291,56.26509971,45.91062875,47.30450335,53.78566627,45.80038057,48.27772278,45.70335732,46.900142,45.69015898,51.00363214,45.09987979,38.23372202,40.44798555,58.82933685,43.52858092,52.73383576,44.18862613,50.77062901,58.37309212,50.57284788,47.28288643,39.68353943,54.19191917,42.18889078,49.03040597,43.46756353,57.24373033,50.30141964,44.94657931,53.81387723,62.52567484,45.80607472,49.50286341,50.0764751,47.45503477,56.08402736,57.04161434,45.29190371,58.57131459,63.06460739,50.19829248,58.96319864,46.22299663,54.98673753,42.62874294,50.72478743,52.64120588,36.11476259,60.81391798,54.19092806,47.21441533,53.50672919,54.99796124,40.77162206,64.92741339,46.5069566,42.91915373,43.97586546,48.92429807,49.15417968,41.08382181,68.34519623,45.08505271,48.72132679,58.48945046,52.57499315,48.95628674,51.30646702,64.46237808,50.59556463,51.42434876,50.9113163,55.21557388,43.3181083,42.94917607,59.62014721,55.27712637,51.35426932,59.10134336,61.95975622,40.23779962,43.63691446,33.41921783,44.90489053,53.94297587,41.4444932,50.20707891,58.36446266,69.17301422,44.7064692,48.99865718,50.88711427,66.75289041,DR_FLYBASE_FBte0000100_Dmel,roo.,27.41358258,37.66936726,34.00550625,25.43735099,37.10954283,35.57836048,38.35447671,43.01932495,36.59962251,29.80662938,30.2113599,34.90397852,21.41569135,36.74377804,34.80095887,30.64850706,46.3780922,25.00992243,22.38215214,40.95942351,27.84488426,38.04214331,33.37884798,43.9570284,3.88081E-18,0.263147732,
DR_FLYBASE_FBte0000885_Dmel\transib2.,57.02852517,66.22100817,52.92341022,54.11240138,50.4277555,48.67547852,53.21801995,47.71887195,56.44397056,60.02219053,37.28901832,60.50993852,61.17773106,46.99507746,58.35628151,66.50738445,57.24319068,49.40635868,58.86741975,50.32704375,63.99317013,55.60082915,63.44926837,58.82322508,58.49094727,50.08084478,49.51367219,73.36488007,57.33889723,51.59821781,56.71617008,57.5802008,53.6832842,43.86341627,68.48888216,64.6748155,47.84488643,52.13599235,53.0338699,50.07885447,48.92663801,58.94215005,61.58355001,60.87424681,59.79526935,55.43674806,61.84062181,51.56253574,61.29606355,59.19735088,53.87369095,55.18050294,52.49677516,66.48264367,60.57020855,59.29255872,47.21580975,56.47549865,49.57816545,56.43198726,54.85043523,56.12678586,45.5259709,47.27449871,60.92949908,51.87998012,52.84927347,52.24297486,48.75129313,48.68358882,53.73074312,49.61312225,54.69643318,59.7865284,41.63159662,52.89566173,68.51445467,58.4804711,69.16597265,51.46779887,48.33610664,63.30616278,47.84375208,62.73759075,51.79384175,62.91656245,60.72485444,50.31447311,45.87736951,63.85650874,54.61095518,55.78335145,49.84038014,56.08868512,50.45805719,56.8887197,54.21405193,62.26555472,56.6899636,47.90336277,50.78855959,58.47269197,51.69354604,48.80745793,55.22547321,56.92839507,51.36916734,43.76300767,57.11105442,47.03098182,52.06548429,59.1163129,56.71788159,52.63816707,57.48432522,50.18898462,57.28996271,60.77580747,57.47644647,63.1837649,56.61994645,60.15937979,48.17044513,46.8520377,47.96484124,45.67289505,62.37295193,53.30351453,62.99401138,53.9858302,50.97156273,61.62996507,61.97134226,56.07719696,39.56342978,48.32594293,58.89759305,42.53619459,46.46967371,60.52984367,66.24739815,45.94384744,69.82769658,59.25750301,47.67735167,53.74543777,61.65870552,56.65634445,52.9939548,67.39222048,51.17605214,47.22430543,46.3915362,51.41584629,65.8240897,58.4361702,66.60546503,57.56533694,51.06893876,64.63400661,46.44533101,50.13846156,44.9050527,63.35963097,48.6995885,63.88191562,49.4931637,52.63287505,59.02789368,55.12395262,44.06417341,DR_FLYBASE_FBte0000885_Dmel,transib2.,35.03589992,30.70471451,35.13863847,24.20123956,31.17143396,32.07248371,35.03891081,40.17470677,28.90874413,30.26027976,24.42506341,27.23277785,22.81853772,26.17813258,25.86874047,24.55009496,21.75035483,15.49742005,13.45765719,25.55588006,29.15184865,25.30070496,27.47701201,39.42661601,3.07649E-44,0.803909598,
DR_FLYBASE_FBte0000984_Dmel\Helena.,31.12780384,22.81830781,27.55552076,26.38446752,24.65850855,28.61158029,30.42048414,26.91708028,29.91799276,28.48217622,25.41419057,31.97431972,26.65794424,25.16531979,28.47170633,30.43127277,29.68572675,30.05015087,26.46061693,30.16124406,26.7988952,28.88180322,21.3662613,30.17440425,38.12806287,39.52381867,35.01298645,31.09051464,25.87074407,23.31028976,45.24813024,25.95307455,32.04724943,26.96906702,30.70649184,25.46657051,38.2958773,32.58730962,27.42920489,26.2005351,36.75352954,24.99346986,30.23715799,28.15184308,31.34792468,30.32062955,28.49302654,24.73741486,29.50634392,26.12030607,31.99813582,31.8188914,28.35542628,42.64632916,27.16273884,30.8938967,25.53155295,27.86885519,23.24616378,27.40522981,24.8573672,31.23202333,29.26179431,27.49295667,33.57227362,23.75467775,29.69240999,29.61189671,31.41033701,29.85103471,25.62039963,39.39086107,26.60423861,29.43383013,23.82699312,29.52733276,38.95522187,24.65713271,31.2597224,22.76719707,26.51701453,32.15022446,28.03853664,35.71048929,31.40964029,30.58453088,29.68464297,29.37170685,29.23767995,28.7093893,30.07823502,30.06488905,31.41729021,27.69658722,27.9010003,33.22148792,36.62971815,33.72901508,27.15835822,26.88767983,26.70049903,29.20301508,32.14781752,25.70232078,31.9815709,36.65481754,29.52723554,30.69885567,24.20837411,34.42196198,29.66056405,32.05462513,27.18308211,29.25450634,29.07426696,31.2097276,19.72308476,29.18102418,23.68068554,29.51878626,33.34964631,26.44685547,32.30529384,29.88604405,24.6938919,32.63964221,29.22550917,28.57695727,35.34726908,32.09294801,28.2254128,21.73147389,24.22429853,24.29888612,23.87746,27.72831878,24.82290998,32.46467463,27.62866026,24.86969092,24.11137577,25.91584716,30.57976923,32.023734,27.20125397,28.90828145,25.81686254,26.93802347,28.43476418,30.53950605,35.43936492,38.17383831,34.27931213,28.32418653,37.30585253,27.96817266,33.48881201,30.46671833,30.05086062,33.1278943,24.2244616,25.95528965,26.44912872,28.43882113,24.17001781,26.47420509,26.25576265,21.8383595,26.882917,29.20118607,17.08391536,DR_FLYBASE_FBte0000984_Dmel,Helena.,23.80449386,26.9402263,22.36406494,21.59264294,23.64016248,23.51895317,23.33348711,28.26421464,20.58561049,26.74470737,24.13914233,21.22442308,21.42661862,13.85334275,23.40490679,23.96893957,20.94246748,18.55015409,18.14803955,23.27800583,19.83235976,19.8106703,22.24398334,10.18508758,1.34883E-12,0.165519187,
DR_FLYBASE_FBte0000133_Dmel\I-element.,34.29247918,39.39544059,30.6638001,36.41080402,53.07581087,42.28940318,40.09218245,30.89462728,35.33041228,32.81956459,33.42997081,31.09430137,48.41759791,42.12822765,30.77052855,28.57916353,37.42868677,31.14669916,63.50943629,30.76094581,33.98092156,38.60500682,35.86239856,39.39640839,39.30343868,35.12094969,37.03014305,45.33196564,31.59451773,35.36661597,37.94192703,36.55590447,42.82986546,35.9413599,46.63466419,40.33415789,43.04539606,40.4267745,38.5570385,37.92577902,32.95888089,30.31707968,43.1699046,34.32575431,42.23123775,32.05051534,29.47111839,31.05844233,36.77450424,38.89741243,38.07154512,33.01535364,31.32151964,39.79022987,31.6599916,35.03559136,28.52522137,40.16812209,45.06280153,40.1579805,44.36845587,33.64812824,32.60080585,34.08910056,28.33430749,37.83414088,32.71306472,31.83893892,22.76328173,30.72801419,39.34066183,30.55725661,37.98342891,34.57261887,32.07881521,36.87264002,41.33707366,34.17174644,35.35584633,35.48389034,35.45586588,45.0262881,33.19901706,41.7160015,34.89918829,38.76615008,38.44558836,42.77296464,37.93759259,39.4736601,30.46786069,40.46835544,49.9816038,43.08516646,34.84422993,34.68100281,39.33869667,30.96178437,46.5702516,42.93266587,32.88792445,34.63930383,28.66332446,44.06379249,46.97711996,38.45902258,44.37636311,33.85714857,39.82168803,43.5675121,45.58692736,34.69160206,41.84787648,34.85964981,39.29236035,38.01578351,38.27302848,37.16172923,39.7414512,41.09056647,44.48229625,29.50662226,31.87513043,39.91575126,29.03810227,42.80404498,31.14375312,37.95454422,33.37548638,33.26162501,35.08098641,30.6716464,35.21125232,34.45658884,26.27737653,49.52920387,34.53581128,37.56514473,32.55212414,34.33760286,30.8437372,33.8027061,35.14592407,36.78268586,46.97874803,35.5856894,33.8880722,35.69960002,39.86245766,30.83101475,38.97715109,41.56534728,50.52447574,41.47847622,48.11271734,34.52115665,45.83851188,40.28318488,38.38559198,37.38891428,30.94646022,34.53910897,29.91085213,35.14183634,47.13167682,33.90543877,34.26175922,40.43615417,58.3169486,37.32905526,35.49187201,DR_FLYBASE_FBte0000133_Dmel,I-element.,27.96319779,23.59642308,24.21182086,22.90116688,21.26563064,23.33155886,24.89555161,26.45330782,23.54380475,24.18891139,18.5496529,24.46797249,19.72020359,17.39239768,19.3567123,18.58916169,23.12090694,13.78349024,13.69289143,19.2844658,19.89087914,20.0453789,21.37479485,13.77995041,9.66543E-26,0.013655072,
